,_healpix_29,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z
1053,2528742620935182290,2.160962,1.3023319,1.330719,3.361023,0.8971462,1.6724224,0.7525997,1.4964199,2.415185,2.195791,0.690513,2.0705452,0.14583333,0.4390244,0.29787233,0.18867925,0.0,0.0,0.0,0.0,0.24252827,0.29591486,0.39525706,0.27808833,1.4835255,0.5201017,0.4109533,1.4005569,1.5198485e+08,4.236798e+06,5.7240475e+06,3.9008164e+07,0.0012142777,0.0016789536,0.000716671,0.0033687553,7.4284916,-1.3668234,-0.17386937,6.452899,0.8097229,0.32729053,0.20639905,0.7203989,16430.328,1715.918,3924.7969,12772.609,21.960714,21.24148,21.004396,20.441925,0.0352097,0.041021843,0.02680256,0.058068935,21.699965,20.935553,21.112976,20.130901,0.3967018,0.518589,0.31566238,0.65460587,0.375,0.12195122,0.18085106,0.18867925,1.3048363,0.27916685,0.8154616,0.7083333,1.6929646,0.34341252,0.2602392,0.6585366,0.92183495,0.36734363,0.2973287,0.42553192,1.9855232,0.44950467,1.1367989,0.6792453,3.7196064,1.740902,1.4580765,5.6491737,0.09515778,0.11724204,0.09327653,0.14311495,158.5577,619.9215,673.935,731.9062,9.630193,19.713755,21.85714,26.617735,2.2216835,0.47431704,-0.33846954,1.9701732,0.7732302,0.87136465,0.5629716,1.1870408,0.72994876,0.79306465,0.84307116,0.8904527,21.644308,20.855722,20.755423,19.876013
1054,2528742620999178878,2.28152,0.8216839,1.7197685,3.4744892,0.5622215,1.042963,0.4830742,0.94145775,4.3301687,1.7334396,1.7751743,3.9999776,0.104166664,0.4390244,0.20212767,0.03773585,0.0,0.0,0.0,0.0,0.25144753,0.2872332,0.3323343,0.2214864,1.358319,0.5468631,1.0263774,1.7841119,9.735237e+07,4.953212e+06,2.872758e+07,5.790317e+07,0.0011500079,0.0006714884,0.0005108713,0.0026248826,16.387558,-1.37829,9.530606,23.42514,0.7171326,0.34916452,0.5291326,0.9024468,12231.531,850.8672,10259.172,13535.043,21.465431,20.572191,20.26259,19.795132,0.03402652,0.02593405,0.02261569,0.05124361,21.197186,20.459461,20.30029,19.51683,0.18173122,0.38033485,0.20761871,0.41208267,0.5208333,0.12195122,0.40425533,0.3962264,3.9466572,0.462078,0.0,0.9791667,1.0187683,0.24609484,0.1365161,0.6585366,0.6392727,0.24373727,0.38416868,0.42553192,6.114233,0.5744082,0.0,0.9811321,4.132679,0.9537258,2.5017853,6.27717,0.070706524,0.07617998,0.06298981,0.0870074,263.03464,930.13965,853.07996,1269.7899,10.893846,24.463985,23.77846,31.407246,3.4882638,0.32967204,1.7277094,4.125859,0.7303939,0.5335202,0.45825246,1.014374,0.71988624,0.79214776,0.8366979,0.8864594,21.270927,20.499084,20.179306,19.60036
1055,2528742621879113062,1.8258858,1.5406656,1.3745699,4.3722878,1.1288166,1.9951382,0.7545948,1.6131,2.980919,2.4207914,0.5082005,3.1317585,0.18367347,0.3902439,0.2795699,0.16981132,0.0,0.0,0.0,0.0,0.27825066,0.29823935,0.38496932,0.25223663,1.0501513,0.49369028,0.46510705,1.5400765,9.536881e+07,5.105902e+06,6.0866845e+06,4.389212e+07,0.0013781638,0.002360548,0.0009091701,0.005785768,1.4340713,-1.3695766,-0.17618942,10.089958,0.5791569,0.31946418,0.23348527,0.7913739,13600.211,2226.0195,4603.246,17054.18,22.21438,21.46398,20.39867,19.546234,0.037436586,0.048658807,0.030163312,0.0760952,21.874784,21.063093,20.434362,19.094889,0.38749695,0.6006088,0.3650303,0.66589165,0.3265306,0.14634146,0.13978495,0.24528302,1.6042519,0.3148484,0.6549164,0.7346939,2.0367737,0.39061734,0.33027095,0.6585366,1.0158825,0.37199798,0.35894996,0.38709676,2.8075695,0.62187684,1.74561,0.7924528,3.067833,2.138239,1.4292831,7.759348,0.11311539,0.13835973,0.10271498,0.17455064,118.09186,517.0407,2300.137,3622.7314,8.57558,18.664352,40.22388,61.570683,1.3749431,0.5160972,-0.214474,2.5647027,0.8316305,1.0444117,0.6152915,1.4873747,0.7454155,0.7972671,0.8401991,0.902378,21.808691,20.912722,20.096493,18.815454
1056,2528742621910738826,1.7324677,0.034341812,1.138195,3.2799788,0.04317665,0.019248962,0.012937546,0.011428833,14.517555,0.94831514,31.339186,20.601858,0.040816326,0.19512194,0.010752688,0.018867925,0.0,7.2434787e-09,0.0,0.0,0.14482908,0.22494748,0.10705438,0.13470922,1.7597345,1.7204388,0.9015591,2.039406,2.4499653e+08,2.0483093e+08,1.3509021e+07,7.137811e+07,0.0005946085,3.036344e-07,0.0001655325,0.0025716242,39.21388,1.6284461,90.9771,52.90068,0.8808543,0.86686397,0.9550574,1.019703,13551.133,202.85156,4329.91,13389.949,20.819986,19.494448,18.212961,17.729431,0.024447963,0.0007728401,0.012867412,0.050711747,20.710672,19.490227,18.184246,17.601269,0.019386292,0.01002121,0.0062026978,0.005624771,0.8979592,0.2195122,0.9677419,0.9811321,3.3778572,0.16367595,0.0,0.97959185,0.023578644,0.0063173743,0.011956059,0.5365854,2.248024,0.024249164,0.0,0.9892473,6.5425816,0.027005633,0.0,0.9811321,3.4182358,0.047683716,2.252571,6.5472984,0.02337232,0.0028914246,0.0034711303,0.0029735155,43.60399,2.8213735,273.2338,2366.926,3.058017,1.4567788,5.388976,9.536838,6.0853267,1.0031949,9.491835,7.2702274,0.50900626,0.015066091,0.23435366,0.8990904,0.4930161,0.85040027,0.34642008,0.20528974,20.72452,19.49355,18.188803,17.606798
1057,2528742621913014799,1.3286352,0.7363701,1.128809,3.1007233,0.43652725,0.9301739,0.41759872,0.71901894,3.4553764,2.666562,0.77433693,5.35191,0.14285715,0.34146342,0.23655914,0.0754717,0.0,0.0,0.0,0.0,0.22133277,0.29517734,0.3355115,0.19959553,1.4507445,0.4807129,0.59811443,1.8303659,1.7313331e+08,5.5048635e+06,8.403498e+06,5.8375612e+07,0.00045478737,0.00055617315,0.00031482242,0.0025347741,11.035366,-1.153471,4.8298283,24.15473,0.7653212,0.3004743,0.35431913,0.92633647,10178.141,1051.1445,4228.543,12383.8125,21.370687,20.285242,19.09464,18.441977,0.021423003,0.023598263,0.017745653,0.050347514,21.192255,20.067791,19.092402,18.194384,0.16913223,0.1991024,0.20855904,0.30478668,0.4489796,0.14634146,0.29032257,0.5283019,1.008524,0.20514046,0.6100352,0.85714287,0.9314842,0.15330634,0.20671484,0.6585366,0.50351334,0.17537904,0.27580783,0.53763443,5.633173,0.51822984,0.0,0.9811321,2.4188843,1.10713,1.6306744,5.774479,0.0523088,0.067878954,0.054144904,0.090873905,259.9789,1071.9624,3130.0354,9732.721,10.537413,26.961279,47.054337,80.228195,2.7589955,0.66584104,1.2428778,4.2843328,0.4578243,0.47869647,0.33884686,0.9285077,0.7222799,0.84806204,0.8401432,0.8308901,21.27952,20.229856,19.057543,18.283361
1058,2528742621916739766,1.6898613,0.9108267,1.1594839,3.4352903,0.60224724,1.1824455,0.5064316,1.0056229,3.148758,2.5797384,0.73971444,4.223631,0.12244898,0.41463414,0.24731183,0.13207547,0.0,0.0,0.0,0.0,0.20958301,0.28268152,0.35105255,0.22413431,1.456696,0.5123697,0.5995483,1.6939981,1.6280349e+08,4.6737375e+06,8.1723365e+06,5.1064628e+07,0.0007295904,0.0009004265,0.0004502566,0.00338004,9.289099,-1.429417,1.2044365,16.471228,0.7589426,0.31190282,0.31800705,0.8670695,12666.039,1323.7617,4592.1562,13606.586,21.631535,20.647837,19.472616,18.781494,0.02714469,0.03002764,0.021222586,0.05813966,21.421839,20.379105,19.50008,18.428709,0.1900425,0.34329987,0.21038818,0.38538933,0.42857143,0.14634146,0.22580644,0.41509435,1.119051,0.23304449,0.70857227,0.79591835,1.2188969,0.22921465,0.15511046,0.6585366,0.63973427,0.2292904,0.29089737,0.40860215,6.0784645,0.7105892,0.0,0.9811321,2.9708538,1.3000927,1.4305801,6.3165627,0.07516828,0.08336509,0.0729462,0.12037062,247.0067,937.556,3266.8406,8095.847,10.471705,24.920855,47.02675,77.12997,2.5427969,0.48422894,0.42038134,3.3972595,0.58718127,0.6200058,0.41325927,1.0919497,0.6796968,0.8287422,0.83532846,0.8605251,21.469076,20.499247,19.396074,18.472178
1059,2528742621957147950,1.009862,1.1189804,1.2084322,3.2490025,0.6453171,1.5076294,0.75575256,1.1862717,3.3252635,2.5125256,0.29324007,3.3613706,0.20833333,0.36585367,0.33333334,0.1509434,0.0,0.0,0.0,0.0,0.35295594,0.29629067,0.39071268,0.24469164,0.5159878,0.4808479,0.41508394,1.5640664,1.0933332e+07,3.6151588e+06,5.3458925e+06,4.6092532e+07,0.0006073903,0.0013436616,0.0006944747,0.0033197275,0.5118339,-1.2204893,-0.31735516,11.326867,0.31784034,0.30709535,0.21406363,0.80129826,1726.625,1179.7422,4492.2617,12804.465,21.658373,20.821224,19.722845,18.937479,0.024787592,0.03667963,0.026356889,0.05761901,21.409061,20.563267,19.765162,18.593674,0.19118786,0.42079926,0.33309746,0.4500885,0.3125,0.12195122,0.19354838,0.3207547,1.0416718,0.20031291,0.39752647,0.7291667,1.4790535,0.26580665,0.3192388,0.6585366,0.8461418,0.28891623,0.31458774,0.4516129,2.1243134,0.4566282,1.3557547,0.8113208,1.5575466,1.601881,1.2966118,5.8360443,0.08278559,0.10507033,0.08244533,0.13025448,233.19044,809.0191,4110.573,7522.7197,10.152625,24.057297,55.043037,76.90606,1.2198267,0.6201342,0.07407678,2.7413185,0.5368589,0.7637148,0.51983285,1.0911587,0.6925525,0.83655465,0.8639827,0.8737851,21.455784,20.581419,19.547852,18.573935
1060,2528742622326088470,1.7432032,2.0947237,1.8938255,2.525588,1.01931,2.2148533,1.1412354,2.2469063,1.5350516,1.4280225,1.3484497,1.5116343,0.31914893,0.3902439,0.26881722,0.34615386,0.0,0.0,0.0,0.0,0.2932892,0.2772817,0.39230317,0.3309077,0.75345117,0.63051456,0.47642082,0.60009694,1.4581262e+07,1.2489774e+07,5.604263e+06,5.245954e+06,0.0013083395,0.0031465737,0.0015384918,0.0044198916,0.21561646,-1.2182143,-0.03984475,-0.83004713,0.4537158,0.4064022,0.23978871,0.32807344,2678.2734,2707.0312,5509.035,3768.2305,23.184462,22.743391,21.77813,20.59545,0.03838106,0.057160456,0.03933668,0.06657044,23.013405,22.34896,21.99469,20.178375,0.5073147,0.9810333,0.54784775,0.9801121,0.23404256,0.19512194,0.19354838,0.15384616,1.8467808,0.4513524,0.49894863,0.78723407,2.4391537,0.5480129,0.5001375,0.63414633,1.4424381,0.5994878,0.38671893,0.39784947,2.4805603,0.535684,0.7691903,0.61538464,2.4791145,2.6664925,2.512207,3.494423,0.12717323,0.18008162,0.12969364,0.2085539,28.487293,151.6398,603.80304,875.5736,4.6910677,9.079039,22.961655,32.754173,0.9626515,0.37237152,-0.6811299,0.5856315,0.8898442,1.3000226,0.8566793,1.3710481,0.8153943,0.7490196,0.8442787,0.8825372,22.721191,21.678001,20.971783,19.526834
1061,2528742629279960819,2.275465,2.644165,2.785565,3.161919,1.6863308,4.020235,2.2863522,2.7121668,6.7473526,1.9818854,2.9184346,7.158314,0.16,0.4893617,0.31034482,0.2,0.0,0.0,0.0,0.0,0.33361253,0.2218207,0.40499234,0.22857143,0.6087864,0.7148142,0.49545214,0.95600754,1.0738598e+07,1.837786e+07,6.606591e+06,1.6388288e+07,0.0060290736,0.012284625,0.0069693215,0.013700668,1.4574647,-1.3776006,-0.8164396,-0.33615947,0.36578038,0.4337052,0.28026107,0.53210884,5585.699,6376.127,11575.742,12929.779,16.273645,17.261255,17.709288,16.290958,0.07764716,0.110836394,0.08348274,0.11705006,15.487751,16.811838,18.38537,14.917471,0.04385376,1.757103,0.8901596,0.021697998,0.64,0.12765957,0.22988506,0.5833333,2.4097662,0.27961498,1.0214223,0.7,3.5584793,0.8785377,0.7324317,0.63829786,2.6593323,0.85876435,0.5414929,0.40229884,3.7237778,0.50190216,1.1647662,0.68333334,4.5021324,3.503149,3.472354,6.296116,0.26901758,0.305273,0.25073287,0.33247736,531321.0,751047.75,871091.2,471873.97,484.39944,1067.5986,1271.8894,445.8618,1.5115993,0.34790966,-0.5546037,1.0435301,1.2636023,1.9131753,1.4784199,1.9068576,0.7925363,0.91662705,0.9274229,0.783387,15.652594,15.616683,15.880248,15.083352
1062,2528742629294789653,2.2471633,2.6350193,3.4358964,3.3095832,1.7114496,3.76622,1.9452324,2.4388695,5.838043,2.2648847,2.0229912,4.5590305,0.16,0.5,0.29885057,0.18333334,0.0,0.0,0.0,0.0,0.3388727,0.24161159,0.39347833,0.2509344,0.6686685,0.5522492,0.6652431,1.0413185,1.7673872e+07,1.4463526e+07,5.906422e+06,1.8276508e+07,0.0054939636,0.010799651,0.0055746404,0.009988626,1.2425833,-1.1595569,0.08686519,0.3251245,0.38808003,0.3517273,0.3602481,0.5640361,8962.227,5144.414,9072.0625,13184.408,16.7229,17.383198,17.8044,16.648756,0.07412137,0.10392165,0.07466687,0.09994332,16.043903,16.873455,18.289259,15.872188,0.16576433,1.3309412,0.86385345,0.6148362,0.6,0.18181819,0.26436782,0.2,2.3294172,0.21796447,0.98927486,0.68,3.511217,0.746165,0.7069996,0.6818182,2.3156738,0.7087772,0.667595,0.40229884,3.2687368,0.5872549,1.080868,0.71666664,4.1974583,3.7512379,3.854803,5.8711805,0.23407543,0.30008507,0.21598016,0.28343728,299929.66,460039.53,519632.47,319472.5,410.70236,805.4864,898.1588,571.5153,1.4565278,0.585501,-0.12643436,1.1488094,1.2395244,1.8064907,1.3293989,1.663932,0.7679317,0.9265251,0.9198407,0.8315721,16.073673,15.949009,16.291027,15.569072
1063,2528742629335167576,1.8451786,2.121521,1.97155,2.5260239,1.083313,1.3759861,0.537632,1.8752613,0.33453977,0.2553474,2.7111454,0.419851,0.30612245,0.3255814,0.1882353,0.3888889,0.0,0.0,0.0,0.0,0.176852,0.23953699,0.27499563,0.35977846,1.7162685,0.8217564,0.79819804,0.6615524,8.304465e+07,1.0142909e+07,1.295339e+07,1.2206609e+07,0.0011214686,0.00216756,0.00070339453,0.0025014805,0.3586445,-0.436378,4.668786,-0.8746228,0.95118475,0.4550428,0.42093942,0.34011114,7557.8516,2215.418,5049.414,3927.125,22.569765,22.894558,22.995867,22.498947,0.03395753,0.047967684,0.027678667,0.053780966,22.649576,22.831533,23.042562,22.545664,0.48628044,0.71063995,0.28159142,0.9418297,0.24489796,0.18604651,0.3529412,0.2037037,1.2880726,0.50753504,0.42704535,0.3469388,1.7918072,0.602919,0.7000167,0.5813953,1.3235874,0.68653727,0.35767624,0.15294118,2.0616913,0.56833506,0.6920906,0.42592594,2.3159657,2.4080524,2.544199,2.6190472,0.111998074,0.16434777,0.082592584,0.16653408,854.3537,115.503265,88.62989,52.62731,16.76354,7.70143,4.307674,7.7939157,-0.54496956,0.3317826,-1.5600827,-0.03822695,0.7664135,1.0981989,0.63649493,1.210015,0.8289347,0.77059454,0.6460377,0.82837653,20.890549,21.861513,22.36352,21.066433
1066,2528742633226968172,1.1308355,1.7154255,1.3701372,1.3350353,0.89686584,1.2281418,0.7589855,1.224472,0.31042695,0.21695909,0.26846716,0.5976448,0.32142857,0.33333334,0.22222222,0.45945945,0.04888051,1.8207658e-14,8.3331827e-07,0.0041930536,0.22027694,0.21252237,0.32653576,0.31393278,2.0796607,1.0546622,1.1134553,0.9255487,1.15241784e+08,5.660836e+07,2.8248646e+07,5.372808e+07,-0.00045124756,0.000108001645,-0.0001843247,-0.00016475849,-0.59023476,-0.7482259,0.13681579,-0.98433065,1.0669017,0.5792238,0.55673134,0.5415705,2622.3906,3313.4844,5573.8984,5050.3516,24.873032,24.13768,24.19833,23.54112,0.02339781,0.036451567,0.023829788,0.033065252,24.799644,24.232193,24.245132,23.53778,0.43692112,0.71139145,0.41916466,0.72023964,0.25,0.102564104,0.19444445,0.1891892,1.025877,0.3462731,0.2643682,0.6785714,1.4731102,0.4585561,0.49041185,0.46153846,0.91755486,0.31622863,0.37555042,0.45833334,1.2906761,0.36447993,0.48647404,0.5135135,1.1749535,1.8840885,1.4472713,1.3974991,0.076625064,0.11965188,0.08299616,0.105057254,1.4895525,3.8244922,2.0185251,1.7308599,0.95174825,1.5159705,1.1198287,1.2410843,0.18380941,-0.032433446,0.18624277,0.27208364,0.5819745,0.8798562,0.5766411,0.7783931,0.75642973,0.80268514,0.7598223,0.83030665,24.459576,23.842293,23.897415,22.99899
1067,2528742633259154389,0.61903,0.83098125,1.0246315,3.113924,0.38002396,0.561924,0.2864151,0.53341293,1.6266668,0.86965436,1.4418634,5.9618716,0.3409091,0.36956522,0.21428572,0.016666668,0.0,0.0,0.0,0.0,0.3116458,0.20127268,0.3147785,0.15913065,0.93434334,1.0869367,1.1118826,1.9664356,4.898187e+07,5.7123636e+07,2.1464474e+07,5.4147044e+07,-4.735977e-05,0.00023904945,0.000113233924,0.0012404948,-0.36804676,0.35238647,9.054983,36.435265,0.531962,0.5797827,0.6739264,0.98573464,1839.0312,2360.0547,4143.6016,12326.445,23.763214,22.893894,22.607803,22.31613,0.0151228225,0.018595748,0.012166022,0.03624336,23.652584,22.913008,22.6255,22.207035,0.199996,0.29216003,0.14246178,0.26623917,0.22727273,0.32608697,0.42857143,0.5833333,0.7662449,0.1912736,0.11508671,0.79545456,0.7563095,0.30131784,0.2512928,0.26086956,0.3852005,0.15231442,0.2264215,0.41666666,5.5704727,0.37332156,0.0,0.98333335,0.8496342,1.0831623,1.457386,5.586725,0.04961137,0.06850861,0.03558271,0.05785784,4.585597,8.324072,5.1970916,8.058138,1.4386867,2.1226962,1.7561883,2.2325075,0.78725326,-0.6984257,1.5867895,5.3912015,0.35936686,0.4257291,0.27504703,0.80881155,0.7000615,0.72388625,0.78852427,0.7828973,23.714308,22.943184,22.58315,22.248436
1068,2528742638852995706,1.5592699,2.247549,2.1344814,2.2176552,0.88453674,2.5598354,1.2639065,2.0397682,0.87243724,1.5359194,1.1074785,1.1661354,0.25,0.46938777,0.2826087,0.35714287,0.0,0.0,0.0,0.0,0.1784763,0.18229403,0.39389122,0.3067998,1.0716652,0.4973204,0.36250424,0.7340408,3.4103964e+07,6.737693e+06,3.4137158e+06,8.140473e+06,0.0008027378,0.0030087214,0.001678743,0.0037922605,0.98188925,-1.1275148,0.24584651,-1.0063047,0.64793205,0.3441772,0.2587201,0.39580488,3286.1953,3216.457,3770.5547,5905.1133,23.407354,23.01655,22.175436,21.027008,0.03150312,0.05838566,0.041207183,0.06180233,23.316578,22.588203,22.302467,20.73828,0.45581913,0.8515434,0.57947254,1.0024595,0.175,0.1632653,0.16304348,0.08928572,1.347683,0.39005995,0.59374106,0.75,2.5933971,0.6642141,0.3892861,0.6938776,1.5141582,0.65855205,0.43832105,0.39130434,2.2547016,0.48063928,0.7679117,0.51785713,2.0839176,2.9535885,2.7428417,2.9203033,0.11483155,0.18067439,0.13947752,0.19113863,10.112278,62.67886,378.57242,420.93097,2.8977165,6.2724743,16.005384,25.157438,1.0009655,0.42133886,-0.70038736,0.38703045,0.73740464,1.3438364,0.91378725,1.2995181,0.83609384,0.77310354,0.80340725,0.89342475,23.112856,22.018955,21.329006,19.886942
1069,2528742638885201324,1.5362167,1.4889231,1.636857,3.7896214,0.8040829,1.5465794,0.8855324,1.288538,3.2444115,2.4288754,0.33305487,2.5298293,0.19565217,0.36734694,0.32608697,0.14285715,0.0,0.0,0.0,0.0,0.30979428,0.19154894,0.3895514,0.2334173,0.6191453,0.4441074,0.3120283,1.5736094,1.3254556e+07,9.703867e+06,3.4320065e+06,4.1322052e+07,0.0011295784,0.0018269512,0.0010792303,0.0041391263,1.0976644,-0.8628025,-0.19132257,10.812582,0.38197485,0.2748382,0.23157077,0.80815446,3528.5234,3306.5469,2674.8438,15236.457,22.382126,21.464407,20.436522,19.579922,0.03405458,0.042830702,0.032862324,0.06434858,22.111172,21.179964,20.499102,19.305332,0.29566574,0.50532913,0.4536333,0.62323666,0.2826087,0.12244898,0.22826087,0.21428572,1.598896,0.30421624,0.56739086,0.7826087,1.85046,0.37457833,0.3459631,0.71428573,1.1351032,0.3668145,0.41135204,0.3478261,2.3621712,0.5789534,1.5244552,0.8035714,2.4993935,2.1835117,1.7171803,6.654125,0.10752761,0.1279128,0.11088499,0.14872874,68.30335,317.019,2254.9856,3118.846,6.0749397,14.517685,41.149082,57.408905,1.3904636,0.72839606,-0.13680194,2.573889,0.7622139,0.9193356,0.6715916,1.2599401,0.71777123,0.8088077,0.8662308,0.8950106,22.06957,21.1443,20.128288,18.94959
1070,2528742638891281060,0.19324112,0.08349323,1.4946527,3.1965208,0.062000275,0.04497528,0.03501129,0.036994934,1.0271561,0.40796998,30.928226,20.318817,0.17391305,0.26530612,0.010869565,0.017857144,0.0,0.0,0.0,0.0,0.27698418,0.27613968,0.10287414,0.1307074,0.876492,0.6107294,1.9913971,2.0586524,4.077621e+07,3.0400092e+07,3.0811254e+07,6.464782e+07,5.738511e-06,2.6906323e-06,0.00027697382,0.002278137,4.805359,0.12724781,91.08213,55.039017,0.58057946,0.35324726,0.99600977,1.0293585,383.14844,162.96875,5973.4727,13076.836,21.007364,19.807491,18.417957,17.839115,0.0028119257,0.0018127962,0.016644003,0.0477305,21.008085,19.80255,18.390627,17.711319,0.030260086,0.023050308,0.015780449,0.016875267,0.3478261,0.10204082,0.98913044,0.96428573,0.08132553,0.03958418,0.045733497,0.45652175,0.05830574,0.019769434,0.022374477,0.5510204,2.9331837,0.02144839,0.0,0.98913044,6.345749,0.07765111,0.0,0.98214287,0.22681618,0.09212494,2.9286346,6.3602276,0.00809485,0.0058310158,0.0036923932,0.0057906494,8.197221,14.236285,308.61212,2271.5728,2.0746984,3.0976565,6.708689,13.978402,0.63571024,0.19970217,9.520534,7.3930955,0.05907115,0.035906944,0.30654854,0.85146993,0.72397333,0.7793974,0.37881956,0.3046225,21.020731,19.823647,18.391407,17.730299
1071,2528742639582413754,1.424614,1.5805521,1.5219717,3.9708185,1.1093712,1.9263,0.9179821,1.4477806,2.970646,3.2893386,0.5531558,2.7719991,0.23913044,0.36734694,0.29347825,0.1754386,0.0,0.0,0.0,0.0,0.35562158,0.2106531,0.39917466,0.22680283,0.5303792,0.39605594,0.29838136,1.6748847,1.8479986e+07,4.0806028e+06,3.375698e+06,4.0915516e+07,0.001156124,0.0023674904,0.0010304535,0.004954841,0.3779595,-1.0547888,-0.2570982,7.959114,0.33302608,0.26873198,0.23087591,0.8614943,4686.7656,2129.6562,2396.793,15742.012,22.347277,21.58772,20.543,19.660229,0.034401163,0.048768118,0.03211347,0.070434615,22.037964,21.176947,20.670351,19.302593,0.28160954,0.5292473,0.40651703,0.72914886,0.32608697,0.12244898,0.17391305,0.19298245,1.4750309,0.23271747,0.53543997,0.6956522,2.1158943,0.36900577,0.38831884,0.6938776,1.0893917,0.4122188,0.34714323,0.4347826,2.650877,0.59708637,1.5112908,0.7894737,2.2132854,2.367262,1.6939106,6.9337273,0.11692824,0.14306745,0.11232395,0.17037915,74.958694,270.20624,2030.9532,3008.2866,6.5334005,13.513591,39.57603,57.686005,1.1593416,0.7298898,-0.27515635,2.256347,0.7687723,1.0527925,0.659707,1.3847606,0.73035437,0.8167273,0.85175556,0.909163,21.986416,21.145533,20.233353,18.902996
1072,2528742639620938655,2.1255856,2.1005144,2.081334,4.1512966,0.73010254,2.4267673,1.418314,1.9672146,2.0792394,2.140121,0.9042601,1.358063,0.21428572,0.42553192,0.2967033,0.30357143,0.0,0.0,0.0,0.0,0.30024484,0.2360822,0.4102421,0.27753678,0.5147934,0.5228878,0.25165027,1.3270293,1.5818919e+07,6.161913e+06,2.9618895e+06,3.280996e+07,0.001723533,0.0031616276,0.0019523897,0.005205883,1.2265935,-1.1359584,-0.28221774,4.6875,0.31014457,0.33619756,0.22676958,0.6878776,2991.9844,2942.0625,4077.9453,16081.961,23.27264,22.768425,22.007696,20.894802,0.042857207,0.057699665,0.044373095,0.072283946,23.044777,22.400198,22.154104,20.6516,0.36505127,0.7903786,0.7111969,0.9789562,0.30952382,0.14893617,0.14285715,0.125,2.0442123,0.45386416,0.76200294,0.78571427,2.6146183,0.5771612,0.3433505,0.70212764,1.63801,0.6458947,0.44680193,0.42857143,2.3839817,0.53258204,1.2632929,0.5535714,2.8603458,2.6836815,2.5107613,6.748865,0.15752344,0.17123343,0.14661764,0.18468465,16.538382,80.106834,497.01987,563.8621,3.5010726,7.040906,20.807808,31.602278,1.2088012,0.54058117,-0.53307724,1.5475,0.99740034,1.3137305,0.9765496,1.5103587,0.8275006,0.75689185,0.8265968,0.90169346,22.903286,21.920322,21.089773,19.727531
